n_rep samples	10	15	20	25	30
25	0.018176979711001566	0.012956522101321137	0.012403801851569566	0.011700944287159723	0.011325237039624672
30	0.017416188395553606	0.015417442621005169	0.012686730409027538	0.009225419293727123	0.009368183442481347
35	0.018592582770126626	0.01375915605115189	0.012814661189944577	0.010955782793428652	0.009848687069270159
40	0.01825206290100914	0.013153941355361505	0.010695635489911216	0.009011804900330898	0.009726482506722955
